City,District,Location,BHK,Bathrooms,Floors,Area_Anna,Road_Width_Ft,Price_NPR
Lalitpur,Lalitpur,Bhaisepati,4.0,4.0,2.5,3.2,24.0,28000000.0
Kathmandu,Kathmandu,Jaya Bageshwori,5.0,5.0,3.5,5.0,23.0,57500000.0
Kathmandu,Kathmandu,Bhangal,5.0,5.0,3.0,5.0,12.0,32000000.0
Kathmandu,Kathmandu,Bhangal,6.0,4.0,3.0,2.2,10.0,19000000.0
Kathmandu,Kathmandu,Swoyambhu,5.0,3.0,2.5,3.1,15.0,24500000.0
Kathmandu,Kathmandu,Taulung,5.0,4.0,2.5,8.3,12.0,38000000.0
Kathmandu,Kathmandu,Kapan,5.0,4.0,2.5,3.0,15.0,27500000.0
Kathmandu,Kathmandu,Dhapasi,4.0,4.0,2.5,6.0,13.0,47500000.0
Kathmandu,Kathmandu,Dhapasi,5.0,3.0,2.5,4.1,13.0,28000000.0
Kathmandu,Kathmandu,Maharajgunj,4.0,5.0,2.5,4.0,20.0,49000000.0
Kathmandu,Kathmandu,Tokha Saraswoti,5.0,4.0,2.5,4.0,12.0,13500000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,4.0,2.5,4.0,10.0,29000000.0
Kathmandu,Kathmandu,Dhapasi,5.0,6.0,3.0,3.0,15.0,32000000.0
Kathmandu,Kathmandu,Bhangal,5.0,4.0,2.5,4.0,12.0,23800000.0
Kathmandu,Kathmandu,Golfutar,5.0,3.0,2.5,4.0,10.0,34000000.0
Kathmandu,Kathmandu,Baluwatar,6.0,6.0,3.0,2.2,12.0,22500000.0
Kathmandu,Kathmandu,Grande Hospital,6.0,5.0,2.5,4.1,10.0,32799999.999999996
Kathmandu,Kathmandu,Bhangal,5.0,4.0,2.5,3.1,12.0,20500000.0
Kathmandu,Kathmandu,Bhangal,5.0,4.0,3.0,3.1,17.0,26500000.0
Kathmandu,Kathmandu,Banasthali,5.0,4.0,3.0,5.0,20.0,29000000.0
Kathmandu,Kathmandu,Mandikatar,5.0,4.0,2.5,4.0,12.0,27500000.0
Kathmandu,Kathmandu,Golfutar,5.0,5.0,2.5,4.0,20.0,36500000.0
Kathmandu,Kathmandu,Budhanilkantha,5.0,5.0,2.5,4.0,13.0,28500000.0
Kathmandu,Kathmandu,Baluwatar,5.5,5.0,2.5,8.0,13.0,50000000.0
Kathmandu,Kathmandu,Budhanilkantha,5.0,5.0,3.0,15.0,13.0,65000000.0
Kathmandu,Kathmandu,Narayanthan,4.5,4.5,2.5,12.0,13.0,133000000.0
Kathmandu,Kathmandu,Budhanilkantha,5.0,5.0,2.5,6.0,12.0,45000000.0
Kathmandu,Kathmandu,Mandikatar,6.0,5.0,2.5,4.0,12.0,25000000.0
Kathmandu,Kathmandu,Dhapasi,5.0,3.0,2.5,7.0,13.0,40000000.0
Lalitpur,Lalitpur,Satdobato,6.0,4.0,2.5,3.5,10.0,25000000.0
Kathmandu,Kathmandu,Sitapaila,7.0,5.0,2.5,5.0,24.0,55000000.0
Kathmandu,Kathmandu,Tokha Saraswoti,5.0,5.0,2.5,4.0,13.0,21500000.0
Kathmandu,Kathmandu,Baniyatar,5.0,3.5,2.5,4.0,13.0,26000000.0
Kathmandu,Kathmandu,Mandikatar,5.0,4.0,2.5,4.0,12.0,26000000.0
Lalitpur,Lalitpur,Dhapakhel,6.0,4.0,2.5,4.1,12.0,26500000.0
Kathmandu,Kathmandu,Dhapasi,5.0,4.0,2.5,5.2,12.0,28000000.0
Kathmandu,Kathmandu,Sorhakhutte,9.0,5.0,3.5,5.1,20.0,6800000.0
Kathmandu,Kathmandu,Hepali Height,5.0,6.0,2.5,4.1,12.0,34500000.0
Kathmandu,Kathmandu,Budhanilkantha,4.0,4.0,2.5,5.2,15.0,32500000.0
Kathmandu,Kathmandu,Golfutar,6.0,6.0,2.5,4.0,13.0,34500000.0
Kathmandu,Kathmandu,Shankhamul,6.0,6.0,3.5,5.0,12.0,32500000.0
Kathmandu,Kathmandu,Banasthali,6.0,6.0,2.5,5.0,14.0,29500000.0
Kathmandu,Kathmandu,Kapan,4.0,3.0,2.5,6.0,16.0,36000000.0
Kathmandu,Kathmandu,Tokha Saraswoti,4.0,3.0,2.5,3.5,12.0,24500000.0
Kathmandu,Kathmandu,Mandikatar,5.0,3.0,3.5,8.0,32.0,65000000.0
Kathmandu,Kathmandu,Budhanilkantha,5.0,6.0,2.5,17.2,13.0,67500000.0
Kathmandu,Kathmandu,Dhapasi,5.0,5.0,2.5,3.0,12.0,21500000.0
Kathmandu,Kathmandu,Paiyuntar,5.0,5.0,3.0,3.0,23.0,19000000.0
Lalitpur,Lalitpur,Nakhipot,6.0,5.0,2.5,13.0,14.0,55000000.0
Kathmandu,Kathmandu,Banasthali,6.0,6.0,2.5,6.0,13.0,49500000.0
Lalitpur,Lalitpur,Thasikhel,5.0,4.0,2.0,9.0,20.0,5500000.0
Kathmandu,Kathmandu,Thankot,6.0,4.0,2.5,2.8,13.0,18000000.0
Kathmandu,Kathmandu,Thankot,4.0,4.0,2.5,4.0,14.0,8500000.0
Kathmandu,Kathmandu,Thankot,5.0,3.0,2.5,2.2,10.0,11500000.0
Kathmandu,Kathmandu,Kalanki,4.0,3.0,2.0,2.3,13.0,13000000.0
Kathmandu,Kathmandu,Thankot,5.0,5.0,3.0,5.0,10.0,21000000.0
Kathmandu,Kathmandu,Thankot,4.0,3.0,2.5,2.3,11.0,13500000.0
Kathmandu,Kathmandu,Thankot,5.0,4.0,2.5,6.2,11.0,17500000.0
Kathmandu,Kathmandu,Thankot,4.0,4.0,2.5,4.0,16.0,19000000.0
Kathmandu,Kathmandu,Thankot,4.0,4.0,2.5,3.2,13.0,12000000.0
Kathmandu,Kathmandu,Thankot,4.0,4.0,2.5,3.0,13.0,12000000.0
Kathmandu,Kathmandu,Thankot,4.0,4.0,2.5,3.2,13.0,14000000.0
Kathmandu,Kathmandu,Thankot,4.0,4.0,2.5,2.3,13.0,8200000.0
Kathmandu,Kathmandu,Thankot,4.0,4.0,2.5,3.0,20.0,13000000.0
Kathmandu,Kathmandu,Bansbari,6.0,6.0,3.0,6.0,10.0,36000000.0
Kathmandu,Kathmandu,Thankot,4.0,4.0,2.5,3.0,13.0,16500000.0
Kathmandu,Kathmandu,Thankot,4.0,4.0,2.5,3.0,16.0,13500000.0
Kathmandu,Kathmandu,Thankot,4.0,4.0,2.5,3.0,13.0,11500000.0
Kathmandu,Kathmandu,Bouddha,7.0,3.0,4.0,7.0,16.5,80000000.0
Kathmandu,Kathmandu,Sitapaila,5.0,4.0,2.5,4.5,20.0,26500000.0
Kathmandu,Kathmandu,Bansbari,5.0,5.0,2.5,6.0,15.0,37000000.0
Kathmandu,Kathmandu,Bafal,5.0,4.0,2.5,3.5,12.0,20299999.999999996
Kathmandu,Kathmandu,Hepali Height,5.0,3.0,2.5,5.5,16.0,43000000.0
Kathmandu,Kathmandu,Dhapasi,3.0,4.0,2.5,3.0,26.0,22000000.0
Lalitpur,Lalitpur,Bhaisepati,7.0,4.0,2.5,4.2,15.0,29000000.0
Kathmandu,Kathmandu,Ramkot,4.0,4.0,2.0,4.3,15.0,23000000.0
Kathmandu,Kathmandu,Samakhusi,6.0,4.0,3.5,10.0,20.0,52000000.0
Kathmandu,Kathmandu,Lainchaur,5.0,3.0,2.5,6.2,15.0,55000000.0
Kathmandu,Kathmandu,Naxal,6.0,6.0,3.0,8.1,15.0,76000000.0
Kathmandu,Kathmandu,Naxal,6.0,5.0,2.5,4.0,15.0,38000000.0
Kathmandu,Kathmandu,Syuchatar,4.0,4.0,2.5,6.0,13.0,32000000.0
Kathmandu,Kathmandu,Dhapasi,6.0,4.0,2.5,3.0,12.0,32000000.0
Kathmandu,Kathmandu,Ichangu Narayan,4.0,4.0,2.75,5.1,13.0,29000000.0
Lalitpur,Lalitpur,Kupandole,6.0,5.0,4.5,22.0,20.0,150000000.0
Lalitpur,Lalitpur,Nakhipot,5.0,4.0,2.5,3.75,17.0,21500000.0
Lalitpur,Lalitpur,Sanepa,6.0,6.0,3.0,5.1,15.0,58000000.0
Kathmandu,Kathmandu,Battisputali,6.0,4.0,2.75,5.5,18.0,51000000.0
Kathmandu,Kathmandu,Budhanilkantha,6.0,3.0,2.5,3.1,12.0,23500000.0
Kathmandu,Kathmandu,Maitidevi,8.0,7.0,4.0,3.5,20.0,46500000.0
Kathmandu,Kathmandu,Bafal,7.0,4.0,2.5,4.0,12.0,28000000.0
Kathmandu,Kathmandu,Chappal Karkhana,5.0,4.5,2.5,3.0,12.0,32000000.0
Kathmandu,Kathmandu,Samakhusi,6.0,4.0,3.0,4.0,13.0,32000000.0
Kathmandu,Kathmandu,Golfutar,6.0,5.0,3.0,4.0,15.0,32500000.0
Kathmandu,Kathmandu,Budhanilkantha,7.0,7.0,2.5,3.5,12.0,48000000.0
Kathmandu,Kathmandu,Samakhusi,6.0,9.0,3.5,3.5,20.0,25000000.0
Kathmandu,Kathmandu,Sukedhara,5.0,4.0,2.5,4.0,12.0,42500000.0
Kathmandu,Kathmandu,Budhanilkantha,4.0,4.0,2.5,12.0,12.0,67500000.0
Kathmandu,Kathmandu,Hattigaunda,4.0,6.0,3.0,4.0,10.0,54000000.0
Kathmandu,Kathmandu,Budhanilkantha,5.0,7.0,2.5,6.0,12.0,95000000.0
Kathmandu,Kathmandu,Chappal Karkhana,4.0,5.0,2.5,3.2,12.0,32000000.0
Kathmandu,Kathmandu,Samakhusi,6.0,5.0,2.5,4.0,15.0,32000000.0
Kathmandu,Kathmandu,Thapathali,4.0,4.0,2.5,10.0,18.0,69000000.0
Lalitpur,Lalitpur,Bhaisepati,2.0,1.0,1.0,4.2,16.0,28000000.0
Lalitpur,Lalitpur,Nakhipot,4.0,3.0,2.5,3.3,16.0,23000000.0
Kathmandu,Kathmandu,Banasthali,7.0,5.0,4.0,4.5,15.0,45000000.0
Lalitpur,Lalitpur,Satdobato,6.0,4.0,2.5,9.0,20.0,45000000.0
Lalitpur,Lalitpur,Sanepa,6.0,6.0,2.5,16.0,10.0,120000000.0
Lalitpur,Lalitpur,Sanepa,6.0,4.0,3.0,7.0,15.0,75000000.0
Lalitpur,Lalitpur,Hattiban,4.0,4.0,2.0,4.2,18.0,100000000.0
Lalitpur,Lalitpur,Jawalakhel,5.0,5.0,2.5,4.0,12.0,36000000.0
Lalitpur,Lalitpur,Hattiban,4.0,4.0,4.0,3.0,12.0,30000000.0
Kathmandu,Kathmandu,Samakhusi,1.0,1.0,1.0,8.0,20.0,120000000.0
Kathmandu,Kathmandu,Bouddha,1.0,1.0,1.0,7.0,20.0,60000000.0
Kathmandu,Kathmandu,Budhanilkantha,1.0,1.0,1.0,6.0,16.0,45000000.0
Kathmandu,Kathmandu,Sitapaila,1.0,1.0,2.5,8.0,24.0,55000000.0
Kathmandu,Kathmandu,Naxal,1.0,1.0,1.0,15.0,16.0,90000000.0
Kathmandu,Kathmandu,Dhapasi,6.0,1.0,2.5,4.5,10.0,32000000.0
Kathmandu,Kathmandu,Naxal,1.0,1.0,2.0,12.0,15.0,95000000.0
Kathmandu,Kathmandu,Hepali Height,5.0,2.0,2.5,4.1,12.0,34000000.0
Kathmandu,Kathmandu,Naxal,6.0,5.0,2.5,4.0,15.0,38000000.0
Kathmandu,Kathmandu,Budhanilkantha,7.0,3.0,3.0,5.5,12.0,45000000.0
Kathmandu,Kathmandu,Gongabu,6.0,1.0,2.5,13.0,15.0,80000000.0
Kathmandu,Kathmandu,Sukedhara,5.0,7.0,1.0,14.0,20.0,105000000.0
Kathmandu,Kathmandu,Budhanilkantha,5.0,4.0,2.5,9.0,16.0,105000000.0
Kathmandu,Kathmandu,Pasikot,4.0,4.0,2.5,5.0,13.0,55000000.0
Kathmandu,Kathmandu,Budhanilkantha,7.0,4.0,3.0,7.8,12.0,70000000.0
Kathmandu,Kathmandu,Budhanilkantha,10.0,8.0,3.0,7.0,15.0,57000000.0
Lalitpur,Lalitpur,Nakkhu,5.0,5.0,2.5,4.1,30.0,25000000.0
Lalitpur,Lalitpur,Hattiban,6.0,3.0,2.5,3.0,20.0,35000000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,3.0,2.5,4.3,10.0,25000000.0
Lalitpur,Lalitpur,Bhaisepati,6.0,1.0,2.5,3.5,10.0,24500000.0
Lalitpur,Lalitpur,Nakhipot,4.0,4.0,2.5,3.1,13.0,21500000.0
Kathmandu,Kathmandu,Sorhakhutte,4.0,5.0,3.5,5.0,10.0,37000000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,4.0,2.5,6.5,13.0,37500000.0
Lalitpur,Lalitpur,Bhaisepati,3.0,4.0,2.5,4.0,13.0,27500000.0
Lalitpur,Lalitpur,Hattiban,5.0,5.0,2.5,3.0,22.0,28000000.0
Lalitpur,Lalitpur,Kusunti,4.0,4.0,2.5,9.0,20.0,110000000.0
Kathmandu,Kathmandu,Kalanki,4.0,3.0,1.0,4.2,10.0,18000000.0
Kathmandu,Kathmandu,Basundhara,6.0,1.0,3.5,4.0,10.0,37000000.0
Kathmandu,Kathmandu,Samakhushi Chowk,4.0,3.0,2.5,5.0,16.5,35000000.0
Kathmandu,Kathmandu,Maligaon,5.0,6.0,2.5,12.0,16.5,65000000.0
Kathmandu,Kathmandu,Banasthali,5.0,6.0,2.5,12.0,16.5,100000000.0
Kathmandu,Kathmandu,Gorkarneshwor,8.0,4.0,4.5,4.0,11.0,27000000.0
Lalitpur,Lalitpur,Kusunti,4.0,4.0,2.5,5.2,15.0,42500000.0
Kathmandu,Kathmandu,Sitapaila,5.0,3.0,2.5,4.0,10.0,22000000.0
Kathmandu,Kathmandu,Balambu,4.0,3.0,2.5,4.0,13.0,22500000.0
Kathmandu,Kathmandu,Rai Chowk,6.0,3.0,2.5,3.7,12.0,25000000.0
Lalitpur,Lalitpur,Sainbu,4.0,2.0,2.0,4.7,13.0,35000000.0
Lalitpur,Lalitpur,Bhaisepati,11.0,9.0,5.5,12.0,18.0,160000000.0
Kathmandu,Kathmandu,Sitapaila,6.0,3.0,2.5,3.7,10.0,30000000.0
Kathmandu,Kathmandu,Ramkot,6.0,3.0,2.5,3.2,16.0,26000000.0
Kathmandu,Kathmandu,Sitapaila,4.0,3.0,3.0,2.5,10.0,20000000.0
Kathmandu,Kathmandu,Civil Home,6.0,5.0,2.5,4.5,12.0,27500000.0
Kathmandu,Kathmandu,Sitapaila,4.0,3.0,4.0,3.8,14.0,35000000.0
Kathmandu,Kathmandu,Manamaiju,4.0,4.0,2.5,9.25,13.0,73500000.0
Kathmandu,Kathmandu,Thankot,8.0,3.0,3.5,4.5,13.0,18500000.0
Kathmandu,Kathmandu,Thankot,3.0,1.0,3.5,3.1,13.0,11500000.0
Kathmandu,Kathmandu,Thankot,7.0,4.0,3.0,3.5,13.0,17000000.0
Kathmandu,Kathmandu,Sanobharyang,6.0,3.0,2.5,3.5,12.0,31000000.0
Kathmandu,Kathmandu,Sitapaila,5.0,3.0,3.5,3.1,14.0,23500000.0
Kathmandu,Kathmandu,Budhanilkanta,5.0,5.0,2.5,14.5,13.0,120000000.0
Kathmandu,Kathmandu,Bafal,6.0,4.0,2.5,3.2,13.0,45000000.0
Lalitpur,Lalitpur,Imadol,5.0,3.0,2.5,3.5,13.0,31500000.0
Kathmandu,Kathmandu,Sitapaila,4.0,4.0,2.5,3.0,16.0,30000000.0
Kathmandu,Kathmandu,Baniyatar,6.0,3.0,2.5,6.0,12.0,60000000.0
Kathmandu,Kathmandu,Towkhel,6.0,4.0,2.5,4.1,13.0,25500000.0
Kathmandu,Kathmandu,Kimdol,5.0,6.0,2.5,5.3,13.0,61500000.0
Kathmandu,Kathmandu,Dallu,5.0,6.0,2.5,5.3,13.0,50000000.0
Kathmandu,Kathmandu,Sitapaila,5.0,6.0,2.5,5.3,16.0,38500000.0
Kathmandu,Kathmandu,Sanobharyang,9.0,3.0,4.0,3.2,20.0,36000000.0
Kathmandu,Kathmandu,Sitapaila,7.0,5.0,2.5,6.0,18.0,55000000.0
Kathmandu,Kathmandu,Sitapaila,6.0,7.0,2.5,7.0,13.0,42500000.0
Kathmandu,Kathmandu,Swayambhu,4.0,4.0,2.5,6.0,20.0,27000000.0
Kathmandu,Kathmandu,Sitapaila,3.0,3.0,2.5,2.2,10.0,22500000.0
Kathmandu,Kathmandu,Kalimati,4.0,4.0,2.5,5.3,13.0,38000000.0
Kathmandu,Kathmandu,Ramkot,9.0,6.0,2.5,7.2,16.0,42000000.0
Kathmandu,Kathmandu,Gongabu,6.0,3.0,2.5,2.2,12.0,24500000.0
Lalitpur,Lalitpur,Sangam Basti,5.0,4.0,2.5,6.0,13.0,68000000.0
Kathmandu,Kathmandu,Nagarjung,5.0,3.0,2.5,3.0,14.0,325000000.0
Kathmandu,Kathmandu,Dallu,4.0,3.0,2.5,3.2,20.0,28500000.0
Kathmandu,Kathmandu,Nagarjung,6.0,7.0,2.5,10.2,14.0,60000000.0
Kathmandu,Kathmandu,Thulo Bharayang,7.0,6.0,3.5,4.2,13.0,41500000.0
Kathmandu,Kathmandu,Nagarjung,6.0,3.0,2.5,3.0,13.0,31500000.0
Kathmandu,Kathmandu,Radha Krishna,5.0,3.0,2.5,3.0,13.0,26500000.0
Kathmandu,Kathmandu,Sano Bharayang,5.0,4.0,2.5,3.1,13.0,26000000.0
Kathmandu,Kathmandu,Chamati,8.0,3.0,2.5,2.5,20.0,29500000.0
Kathmandu,Kathmandu,Swoyambhu,4.0,5.0,2.0,4.0,16.0,33500000.0
Kathmandu,Kathmandu,Sitapaila,9.0,4.0,3.0,6.7,10.0,38500000.0
Lalitpur,Lalitpur,Lalitpur,5.0,3.0,2.0,3.0,13.0,27500000.0
Lalitpur,Lalitpur,Imadol,6.0,5.0,2.5,3.0,13.0,27500000.0
Kathmandu,Kathmandu,Sanobharyang,5.0,2.0,2.5,4.2,20.0,49000000.0
Kathmandu,Kathmandu,Chamati,5.0,3.0,3.0,2.5,20.0,27000000.0
Kathmandu,Kathmandu,Sorakhutte,12.0,4.0,3.0,2.3,7.0,25000000.0
Lalitpur,Lalitpur,Imadol,6.0,5.0,2.5,3.5,13.0,27500000.0
Kathmandu,Kathmandu,Bhaisepati,7.0,7.0,3.5,5.0,13.0,38000000.0
Kathmandu,Kathmandu,Sitapaila,8.0,5.0,2.5,4.5,13.0,39000000.0
Kathmandu,Kathmandu,Lazimpat,8.0,2.0,2.5,3.5,22.0,15500000.0
Kathmandu,Kathmandu,Baneshwor,3.0,1.0,2.5,5.3,8.0,33000000.0
Kathmandu,Kathmandu,Budhanilkantha,3.0,2.0,2.5,2.2,13.0,14500000.0
Kathmandu,Kathmandu,Sorakhutee,9.0,3.0,2.5,7.0,8.0,65000000.0
Kathmandu,Kathmandu,Sitapaila,4.0,4.0,2.5,3.5,14.0,28500000.0
Kathmandu,Kathmandu,Dallu,12.0,5.0,2.5,5.0,12.5,47000000.0
Kathmandu,Kathmandu,Chandragiri,6.0,3.0,2.5,4.0,13.0,26500000.0
Kathmandu,Kathmandu,Chandragiri,6.0,3.0,2.5,5.0,13.0,23500000.0
Kathmandu,Kathmandu,Chamati,7.0,3.0,2.5,2.3,16.0,26500000.0
Kathmandu,Kathmandu,Sanobharyang,6.0,5.0,2.5,5.0,13.0,39800000.0
Lalitpur,Lalitpur,Hattiban,5.0,3.0,1.0,5.5,13.0,34000000.0
Bhaktapur,Bhaktapur,Kaushaltar,5.0,4.0,2.5,4.0,10.0,32000000.0
Kathmandu,Kathmandu,Sitapaila,6.0,3.0,3.5,3.7,13.0,28500000.0
Kathmandu,Kathmandu,Sitapaila,6.0,3.0,2.0,3.0,13.0,26000000.0
Kathmandu,Kathmandu,Sano-Bharyang,5.0,2.0,2.0,2.3,14.0,30000000.0
Kathmandu,Kathmandu,Satungal,5.0,4.0,2.5,3.0,10.0,19500000.0
Kathmandu,Kathmandu,Satungal,5.0,3.0,2.5,2.3,10.0,18500000.0
Kathmandu,Kathmandu,Naicap,11.0,5.0,2.5,8.0,13.0,46500000.0
Lalitpur,Lalitpur,Bhaisepati,5.0,5.0,2.0,3.1,13.0,29000000.0
Kathmandu,Kathmandu,Gokarneswhor,11.0,5.0,3.0,4.5,12.0,35000000.0
Lalitpur,Lalitpur,Hattiban,4.0,3.0,1.5,2.3,13.0,21500000.0
Lalitpur,Lalitpur,Godamchaur,6.0,4.0,2.5,3.2,13.0,29000000.0
Kathmandu,Kathmandu,Sano Bharayang,4.0,4.0,2.5,3.0,13.0,22500000.0
Kathmandu,Kathmandu,Raniban,4.0,3.0,2.0,3.2,20.0,32000000.0
Kathmandu,Kathmandu,Sitapaila,5.0,3.0,2.5,3.2,13.0,28500000.0
Kathmandu,Kathmandu,Sitapaila,5.0,4.0,2.5,9.0,16.0,55000000.0
Kathmandu,Kathmandu,Bafal,4.0,4.0,2.5,4.2,20.0,40000000.0
Kathmandu,Kathmandu,Kuleshwor,7.0,5.0,2.5,7.0,22.0,75000000.0
Kathmandu,Kathmandu,Chandagiri,6.0,5.0,3.5,5.1,13.0,27000000.0
Lalitpur,Lalitpur,Bhaisepati,6.0,4.0,2.5,8.0,10.0,60000000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,5.0,2.5,3.3,14.0,37500000.0
Lalitpur,Lalitpur,Imadol,5.0,3.0,2.0,3.1,13.0,28500000.0
Kathmandu,Kathmandu,Sitapaila,5.0,5.0,2.5,8.0,16.0,60000000.0
Kathmandu,Kathmandu,Nagarjung,8.0,4.0,2.5,3.0,13.0,31000000.0
Kathmandu,Kathmandu,Nagarjung,4.0,4.0,2.0,2.2,13.0,27500000.0
Kathmandu,Kathmandu,Bafal,5.0,3.0,2.5,3.0,12.0,28500000.0
Kathmandu,Kathmandu,Sitapaila,6.0,3.0,2.5,3.0,16.0,22000000.0
Kathmandu,Kathmandu,Sitapaila,4.0,2.0,2.5,3.5,13.0,35000000.0
Kathmandu,Kathmandu,Sitapaila,4.0,4.0,2.5,5.0,16.0,37500000.0
Kathmandu,Kathmandu,Ramkot,4.0,3.0,2.5,3.3,13.0,24000000.0
Kathmandu,Kathmandu,Sita-Paila,6.0,5.0,2.5,4.5,22.0,33500000.0
Kathmandu,Kathmandu,Raniban,3.0,3.0,2.5,4.3,20.0,42500000.0
Kathmandu,Kathmandu,Sitapaila-5,5.0,4.0,2.5,3.5,13.0,29000000.0
Kathmandu,Kathmandu,Bafal,5.0,3.0,3.5,4.0,13.0,28500000.0
Kathmandu,Kathmandu,Lolang,6.0,3.0,2.5,4.1,10.0,18500000.0
Kathmandu,Kathmandu,Thulo Bharyang,4.0,3.0,3.0,3.0,13.0,28000000.0
Kathmandu,Kathmandu,Sitapaila,5.0,4.0,2.5,4.0,15.0,26500000.0
Kathmandu,Kathmandu,Sano Bharyang,4.0,3.0,2.5,3.2,14.0,27500000.0
Kathmandu,Kathmandu,Nagarjung,4.0,3.0,3.5,3.0,12.0,20000000.0
Kathmandu,Kathmandu,Sitapaila,6.0,3.0,2.5,3.1,20.0,35000000.0
Lalitpur,Lalitpur,Kusunti,4.0,4.0,2.5,5.4,16.0,36500000.0
Kathmandu,Kathmandu,Sitapaila,6.0,3.0,2.5,4.3,16.0,24000000.0
Kathmandu,Kathmandu,Budhanikantha,5.0,4.0,2.5,6.0,16.0,45000000.0
Kathmandu,Kathmandu,Budhanilkantha,5.0,5.0,2.5,10.0,16.0,120000000.0
Kathmandu,Kathmandu,Budhanilkantha,5.0,5.0,3.5,8.0,20.0,100000000.0
Kathmandu,Kathmandu,Gongabu,14.0,10.0,2.5,12.0,16.0,90000000.0
Kathmandu,Kathmandu,Boudha,11.0,5.0,2.5,11.0,12.0,185000000.0
Kathmandu,Kathmandu,Raniban,5.0,3.0,2.5,4.5,20.0,30000000.0
Kathmandu,Kathmandu,Halchowk,4.0,3.0,2.5,4.3,16.0,26000000.0
Kathmandu,Kathmandu,Swoyambhu,5.0,3.0,2.5,4.0,13.0,34000000.0
Kathmandu,Kathmandu,Tarkeshwor,5.0,4.0,2.5,4.5,16.0,21000000.0
